3.992712299805134535e-04,6.840372830629348755e-02,1.629820838570594788e-02,8.612758636474609375e+01,8.710698783397674561e-02,4.655776977539062500e+01
6.451432709582149982e-04,8.074267208576202393e-02,3.477827459573745728e-02,1.628156471252441406e+01,1.280942261219024658e-01,5.626461029052734375e+01
3.404685121495276690e-04,1.044913679361343384e-01,3.255125135183334351e-02,2.634108352661132812e+01,1.126494780182838440e-01,5.839280700683593750e+01
9.583807550370693207e-04,7.437641918659210205e-02,4.675668478012084961e-02,3.760976791381835938e+01,1.272780448198318481e-01,3.443747329711914062e+01
6.066294154152274132e-04,3.315297514200210571e-02,3.020668774843215942e-02,3.451487350463867188e+01,1.726380363106727600e-02,7.178382873535156250e+00
2.847107534762471914e-04,5.227591842412948608e-02,1.896339654922485352e-02,1.072877597808837891e+01,6.421391665935516357e-02,2.257499885559082031e+01
4.562950052786618471e-04,1.133964061737060547e-01,8.535761386156082153e-03,1.488401508331298828e+01,9.824348241090774536e-02,3.047450256347656250e+01
4.598328669089823961e-04,7.400007545948028564e-02,2.959874086081981659e-02,4.342814922332763672e+00,1.583569943904876709e-01,4.820538330078125000e+01
3.819977573584765196e-04,5.560468882322311401e-02,3.701957315206527710e-02,5.211448669433593750e+01,5.916386470198631287e-02,1.488706016540527344e+01
4.048738628625869751e-04,1.001816093921661377e-01,2.416578680276870728e-02,1.209442806243896484e+01,8.522342890501022339e-02,8.314353942871093750e+00
1.755993580445647240e-04,1.315102130174636841e-01,1.058179419487714767e-02,5.286088562011718750e+01,1.846107095479965210e-02,7.033113002777099609e+00
3.480980813037604094e-04,9.062975645065307617e-02,3.936920315027236938e-02,4.444413375854492188e+01,2.047355920076370239e-01,1.510723590850830078e+01
7.724818424321711063e-04,5.324686318635940552e-02,4.438194260001182556e-02,3.107446289062500000e+01,5.443188548088073730e-02,3.521705245971679688e+01
4.160335811320692301e-04,5.391300469636917114e-02,3.369176015257835388e-02,3.754821538925170898e+00,1.543171256780624390e-01,5.327032852172851562e+01
4.968502908013761044e-04,6.570592522621154785e-02,1.657229103147983551e-02,1.640073776245117188e+01,7.591906934976577759e-02,2.708913040161132812e+01
4.603092966135591269e-04,4.634540528059005737e-02,3.005064278841018677e-02,1.386250972747802734e+01,9.104284644126892090e-02,3.436766052246093750e+01
1.490960479713976383e-03,1.832001283764839172e-02,8.433019369840621948e-02,1.857395172119140625e+01,1.980015784502029419e-01,4.635693359375000000e+01
1.011567539535462856e-03,5.340977013111114502e-02,5.583806708455085754e-02,5.852015304565429688e+01,3.987462818622589111e-02,4.884775638580322266e+00
9.713816107250750065e-04,2.827336825430393219e-02,3.465205430984497070e-02,9.464296340942382812e+00,1.210222169756889343e-01,3.270880889892578125e+01
3.671459562610834837e-04,7.354910671710968018e-02,2.175670117139816284e-02,2.214679527282714844e+01,6.789379566907882690e-02,2.450296401977539062e+01
4.848031967412680387e-04,1.160170584917068481e-01,1.882252842187881470e-02,8.518631935119628906e+00,8.597158640623092651e-02,2.713584899902343750e+01
3.537032462190836668e-04,4.491300135850906372e-02,3.268820419907569885e-02,1.478457450866699219e+01,6.369651854038238525e-02,2.000089263916015625e+01
6.172296707518398762e-04,6.537766754627227783e-02,2.056274004280567169e-02,7.091980457305908203e+00,2.857517823576927185e-02,1.606292343139648438e+01
6.590767297893762589e-04,8.554846048355102539e-02,2.722208015620708466e-02,1.167672634124755859e+01,8.895945549011230469e-02,1.742343330383300781e+01
1.782688195817172527e-03,1.860133558511734009e-02,7.697498053312301636e-02,1.022125701904296875e+02,1.330399233847856522e-02,1.178636550903320312e+01
