3.956875589210540056e-04,7.764129340648651123e-02,1.459482498466968536e-02,8.820611572265625000e+01,7.827849686145782471e-02,4.178462600708007812e+01,1.083045654296875000e+02,2.949605102539062500e+02
6.538253510370850563e-04,8.180429041385650635e-02,3.486111387610435486e-02,1.573508930206298828e+01,1.304255723953247070e-01,5.644619369506835938e+01,9.921421813964843750e+01,4.685396423339843750e+02
3.485950874164700508e-04,1.009633690118789673e-01,3.569817543029785156e-02,2.680179786682128906e+01,1.155197620391845703e-01,5.883400726318359375e+01,1.034344024658203125e+02,6.081017456054687500e+02
9.740283130668103695e-04,7.427182793617248535e-02,4.745322093367576599e-02,3.727956008911132812e+01,1.223576068878173828e-01,3.546598815917968750e+01,9.552725982666015625e+01,2.128565063476562500e+02
6.070767994970083237e-04,3.274938464164733887e-02,3.087332285940647125e-02,3.454096984863281250e+01,1.512403972446918488e-02,6.826395511627197266e+00,9.118408203125000000e+01,3.114698486328125000e+02
2.745433885138481855e-04,5.428929999470710754e-02,1.601854339241981506e-02,1.123341751098632812e+01,6.159301474690437317e-02,2.141441726684570312e+01,9.001950836181640625e+01,3.650556335449218750e+02
4.553330945782363415e-04,1.135009229183197021e-01,8.815884590148925781e-03,1.570561408996582031e+01,9.648661315441131592e-02,3.014139175415039062e+01,8.764414215087890625e+01,3.305969848632812500e+02
4.627792222891002893e-04,7.437680661678314209e-02,2.855930849909782410e-02,4.440023899078369141e+00,1.602617055177688599e-01,4.841820907592773438e+01,9.110123443603515625e+01,3.584942932128906250e+02
3.863468009512871504e-04,5.601939558982849121e-02,3.711557015776634216e-02,5.386777114868164062e+01,5.607501417398452759e-02,1.522546100616455078e+01,8.850188446044921875e+01,2.654059448242187500e+02
4.037895705550909042e-04,1.011031717061996460e-01,2.474501915276050568e-02,1.175879001617431641e+01,8.368990570306777954e-02,8.444245338439941406e+00,1.014068679809570312e+02,1.609859008789062500e+02
1.109796139644458890e-04,1.532343327999114990e-01,1.264974661171436310e-02,6.999977111816406250e+01,3.878653421998023987e-02,8.236069679260253906e+00,9.428636932373046875e+01,2.384340820312500000e+02
3.606029495131224394e-04,8.895868062973022461e-02,3.925438970327377319e-02,5.065660095214843750e+01,2.225926220417022705e-01,1.738344383239746094e+01,9.319972991943359375e+01,1.882632141113281250e+02
7.821220788173377514e-04,5.301472172141075134e-02,4.511314630508422852e-02,3.161649131774902344e+01,5.491312965750694275e-02,3.591481018066406250e+01,8.880871582031250000e+01,4.383756713867187500e+02
4.099378420505672693e-04,5.183319374918937683e-02,3.338814526796340942e-02,3.896360158920288086e+00,1.592362970113754272e-01,5.413891220092773438e+01,9.007192993164062500e+01,3.864582824707031250e+02
4.958292120136320591e-04,6.505964696407318115e-02,1.655287854373455048e-02,1.669663238525390625e+01,7.909132540225982666e-02,2.788621711730957031e+01,8.311080932617187500e+01,3.272548522949218750e+02
4.755148838739842176e-04,4.783588647842407227e-02,2.940414473414421082e-02,1.404483032226562500e+01,9.447190165519714355e-02,3.473386383056640625e+01,9.897218322753906250e+01,4.029966430664062500e+02
1.537554198876023293e-03,1.831893250346183777e-02,8.706259727478027344e-02,1.657567214965820312e+01,2.011797726154327393e-01,4.748958587646484375e+01,9.945359802246093750e+01,2.353029479980468750e+02
1.034761313349008560e-03,5.948873981833457947e-02,4.947341978549957275e-02,6.154794692993164062e+01,3.552703186869621277e-02,4.597871780395507812e+00,9.850925445556640625e+01,9.959820556640625000e+01
9.479812579229474068e-04,3.078574500977993011e-02,3.579074889421463013e-02,9.866671562194824219e+00,1.222876682877540588e-01,3.283957672119140625e+01,9.435904693603515625e+01,3.011921081542968750e+02
3.701428649947047234e-04,7.650969922542572021e-02,2.160553820431232452e-02,2.129552650451660156e+01,7.111945748329162598e-02,2.423508453369140625e+01,8.012284851074218750e+01,3.167734680175781250e+02
4.970596055500209332e-04,1.161039024591445923e-01,1.900219917297363281e-02,9.302803039550781250e+00,8.496338129043579102e-02,2.681813812255859375e+01,9.201345825195312500e+01,3.558690490722656250e+02
3.680147638078778982e-04,4.853554815053939819e-02,3.107907250523567200e-02,1.403231716156005859e+01,6.589633226394653320e-02,2.103721809387207031e+01,9.683768463134765625e+01,3.859031066894531250e+02
6.061679450795054436e-04,7.027752697467803955e-02,1.961441338062286377e-02,7.926093101501464844e+00,2.446449361741542816e-02,1.542520332336425781e+01,9.596901702880859375e+01,5.668808593750000000e+02
6.681755185127258301e-04,8.624090254306793213e-02,2.651558443903923035e-02,1.154256057739257812e+01,8.892500400543212891e-02,1.748669433593750000e+01,1.051029052734375000e+02,2.214556884765625000e+02
1.977144042029976845e-03,1.519406773149967194e-02,9.589416533708572388e-02,1.139459686279296875e+02,2.095147967338562012e-02,2.058239364624023438e+01,9.612989807128906250e+01,2.823826599121093750e+02
