4.126029671169817448e-04,6.156426668167114258e-02,1.479872316122055054e-02,8.456805419921875000e+01,8.509364724159240723e-02,4.990792083740234375e+01
6.444243481382727623e-04,8.072009682655334473e-02,3.734788671135902405e-02,1.623740196228027344e+01,1.267498135566711426e-01,5.495765304565429688e+01
3.692251630127429962e-04,1.058884859085083008e-01,3.155042976140975952e-02,2.376725578308105469e+01,1.194144636392593384e-01,5.885396575927734375e+01
9.441700531169772148e-04,7.524894177913665771e-02,4.604304209351539612e-02,3.634309768676757812e+01,1.258464455604553223e-01,3.400905227661132812e+01
5.837979842908680439e-04,3.171354532241821289e-02,3.127096220850944519e-02,3.751556396484375000e+01,1.580247841775417328e-02,5.933466911315917969e+00
2.801906957756727934e-04,5.500701814889907837e-02,1.710605435073375702e-02,9.781989097595214844e+00,6.554931402206420898e-02,2.049731063842773438e+01
4.557693027891218662e-04,1.137700378894805908e-01,8.662741631269454956e-03,1.590980243682861328e+01,9.778893738985061646e-02,3.070297431945800781e+01
4.649441107176244259e-04,7.475875318050384521e-02,2.864927053451538086e-02,4.283478260040283203e+00,1.618857234716415405e-01,4.863869094848632812e+01
3.842111909762024879e-04,5.402625352144241333e-02,3.793374076485633850e-02,5.375719070434570312e+01,6.101490184664726257e-02,1.530924415588378906e+01
4.020541964564472437e-04,1.003710776567459106e-01,2.392840385437011719e-02,1.178625488281250000e+01,8.485893160104751587e-02,8.518274307250976562e+00
1.526341366115957499e-04,1.567829698324203491e-01,9.891145862638950348e-03,3.622959136962890625e+01,2.123894356191158295e-02,5.570957660675048828e+00
3.738637897185981274e-04,9.263205528259277344e-02,3.947318345308303833e-02,4.282086181640625000e+01,2.219733595848083496e-01,1.677989196777343750e+01
7.864654180593788624e-04,5.088533833622932434e-02,4.499826207756996155e-02,2.985452079772949219e+01,5.727959051728248596e-02,3.473360061645507812e+01
4.098172939848154783e-04,5.438344553112983704e-02,3.438252210617065430e-02,4.070158481597900391e+00,1.602851152420043945e-01,5.447488784790039062e+01
4.969352739863097668e-04,6.646773219108581543e-02,1.607797667384147644e-02,1.667357444763183594e+01,7.825437933206558228e-02,2.734214401245117188e+01
4.755665140692144632e-04,4.707951471209526062e-02,3.028170950710773468e-02,1.429706096649169922e+01,9.230593591928482056e-02,3.523893356323242188e+01
1.478806487284600735e-03,1.812464930117130280e-02,8.241967111825942993e-02,1.755900001525878906e+01,2.037848979234695435e-01,4.837590408325195312e+01
1.132732839323580265e-03,5.666477978229522705e-02,5.578184872865676880e-02,5.932109451293945312e+01,3.499847650527954102e-02,4.493970870971679688e+00
9.558434248901903629e-04,2.965137362480163574e-02,3.502818942070007324e-02,1.054831218719482422e+01,1.205510199069976807e-01,3.357551956176757812e+01
3.719060332514345646e-04,7.205785810947418213e-02,2.233841642737388611e-02,2.150890159606933594e+01,7.070188224315643311e-02,2.447617530822753906e+01
4.854096914641559124e-04,1.162545830011367798e-01,1.770341210067272186e-02,8.715143203735351562e+00,8.488343656063079834e-02,2.724941444396972656e+01
3.680650552269071341e-04,4.769137874245643616e-02,3.245905786752700806e-02,1.581615447998046875e+01,6.381162256002426147e-02,2.027443695068359375e+01
6.370084593072533607e-04,6.364940851926803589e-02,2.049428597092628479e-02,8.193705558776855469e+00,2.562994696199893951e-02,1.493332576751708984e+01
6.581395864486694336e-04,8.538146317005157471e-02,2.617099136114120483e-02,1.138611125946044922e+01,8.875770121812820435e-02,1.768871307373046875e+01
1.725774374790489674e-03,1.890525780618190765e-02,8.566634356975555420e-02,1.722868347167968750e+02,1.089566759765148163e-02,1.000804519653320312e+01
