3.548304957803338766e-04,8.065266907215118408e-02,1.616474986076354980e-02,1.201337890625000000e+02,6.016102433204650879e-02,3.938493347167968750e+01,1.074371566772460938e+02,2.793509216308593750e+02
6.656897021457552910e-04,7.179701328277587891e-02,4.009404033422470093e-02,2.257801055908203125e+01,1.185281500220298767e-01,5.683360671997070312e+01,9.981454467773437500e+01,4.772318420410156250e+02
3.785503504332154989e-04,7.295569777488708496e-02,5.213041603565216064e-02,4.593013763427734375e+01,1.137638464570045471e-01,9.249266052246093750e+01,1.041221008300781250e+02,5.868875122070312500e+02
9.608477121219038963e-04,7.519263774156570435e-02,4.630175977945327759e-02,4.089922714233398438e+01,1.181303560733795166e-01,3.420498275756835938e+01,9.531552124023437500e+01,2.120791931152343750e+02
4.449119151104241610e-04,4.636635631322860718e-02,2.294922247529029846e-02,2.936530876159667969e+01,1.428349595516920090e-02,7.312443733215332031e+00,9.033591461181640625e+01,3.106311340332031250e+02
3.418809210415929556e-04,3.460817784070968628e-02,2.291476540267467499e-02,2.052363586425781250e+01,6.136924773454666138e-02,2.121139335632324219e+01,8.994615936279296875e+01,3.663936767578125000e+02
5.423721740953624249e-04,4.734473302960395813e-02,2.155474759638309479e-02,5.119799423217773438e+01,9.129690378904342651e-02,5.536257553100585938e+01,8.992384338378906250e+01,3.298039550781250000e+02
4.825149371754378080e-04,5.891487374901771545e-02,3.702750802040100098e-02,8.176095962524414062e+00,1.526483595371246338e-01,4.685174560546875000e+01,9.079792785644531250e+01,3.587529296875000000e+02
3.914528060704469681e-04,5.487457290291786194e-02,3.729625046253204346e-02,5.493259048461914062e+01,5.918016284704208374e-02,1.495427322387695312e+01,8.846602630615234375e+01,2.668162231445312500e+02
4.701212164945900440e-04,5.583383142948150635e-02,4.008343070745468140e-02,3.223733520507812500e+01,7.500834763050079346e-02,9.978361129760742188e+00,1.012497634887695312e+02,1.585056915283203125e+02
1.387263182550668716e-04,1.425933986902236938e-01,7.107174396514892578e-02,3.628521423339843750e+02,1.120015755295753479e-01,1.433698844909667969e+01,9.210597229003906250e+01,2.827918090820312500e+02
3.940264577977359295e-04,6.936459988355636597e-02,4.424095898866653442e-02,9.211858367919921875e+01,1.629876792430877686e-01,1.915782737731933594e+01,9.280130004882812500e+01,1.815357055664062500e+02
7.325600599870085716e-04,6.101315468549728394e-02,4.094983637332916260e-02,2.938300895690917969e+01,5.132647976279258728e-02,3.210184097290039062e+01,8.816638946533203125e+01,4.373254699707031250e+02
4.170452011749148369e-04,4.919579625129699707e-02,3.767485171556472778e-02,5.783381938934326172e+00,1.568374484777450562e-01,5.326444244384765625e+01,8.964398956298828125e+01,3.877061157226562500e+02
5.314870504662394524e-04,5.158906430006027222e-02,2.200427837669849396e-02,2.482041168212890625e+01,7.497773319482803345e-02,2.939018821716308594e+01,8.315827941894531250e+01,3.251717834472656250e+02
4.625967412721365690e-04,4.602160677313804626e-02,2.954370528459548950e-02,1.501388454437255859e+01,9.293735027313232422e-02,3.499745559692382812e+01,9.955104064941406250e+01,4.034973144531250000e+02
7.379000307992100716e-04,5.549897626042366028e-02,5.229962617158889771e-02,4.032450199127197266e+00,1.893652379512786865e-01,3.958699417114257812e+01,9.985108947753906250e+01,2.691570739746093750e+02
9.413590887561440468e-04,6.001755222678184509e-02,5.472020059823989868e-02,1.431946868896484375e+02,3.604341670870780945e-02,1.002165603637695312e+01,9.803189086914062500e+01,1.371227416992187500e+02
8.084207074716687202e-04,4.389604181051254272e-02,2.546436339616775513e-02,6.943939685821533203e+00,1.269141882658004761e-01,3.135910415649414062e+01,9.440494537353515625e+01,2.995271911621093750e+02
4.494783061090856791e-04,4.026418551802635193e-02,3.336156159639358521e-02,3.681946945190429688e+01,7.200241833925247192e-02,3.424585723876953125e+01,8.053576660156250000e+01,3.164813232421875000e+02
5.999332643114030361e-04,4.988953471183776855e-02,3.719809651374816895e-02,2.964058876037597656e+01,7.569945603609085083e-02,3.373692703247070312e+01,9.243883514404296875e+01,3.583390808105468750e+02
3.708641452249139547e-04,4.211283475160598755e-02,3.323169425129890442e-02,1.507273578643798828e+01,6.334360688924789429e-02,2.004765510559082031e+01,9.628448486328125000e+01,3.853796997070312500e+02
7.148910663090646267e-04,4.342708364129066467e-02,2.928891219198703766e-02,1.344967460632324219e+01,2.760218456387519836e-02,1.754615211486816406e+01,9.724633026123046875e+01,5.779677124023437500e+02
7.836502045392990112e-04,5.507912114262580872e-02,3.664207458496093750e-02,2.141946983337402344e+01,8.384419232606887817e-02,1.932623672485351562e+01,1.060424194335937500e+02,2.166196594238281250e+02
8.115144446492195129e-04,5.356068909168243408e-02,4.947753250598907471e-02,6.766338348388671875e+01,1.373758167028427124e-01,3.251394653320312500e+01,9.877043151855468750e+01,2.690090026855468750e+02
