3.712985198944807053e-04,8.262956142425537109e-02,2.445352822542190552e-02,3.065223884582519531e+01,1.411943733692169189e-01,2.155887794494628906e+01,1.008194885253906250e+02,2.053198242187500000e+02,1.732757568359375000e+02,2.491555175781250000e+02
2.139099960913881660e-04,2.116719335317611694e-01,1.078252214938402176e-02,3.068263626098632812e+01,6.290712207555770874e-02,1.153431129455566406e+01,9.698682403564453125e+01,1.890462646484375000e+02,1.704238739013671875e+02,1.141530914306640625e+02
6.767496233806014061e-04,3.076310083270072937e-02,7.240734249353408813e-02,7.927267551422119141e+00,1.609972864389419556e-01,4.033200073242187500e+01,9.582743835449218750e+01,2.764856872558593750e+02,1.610868835449218750e+02,1.538124389648437500e+02
6.486895726993680000e-04,1.205428242683410645e-01,1.537876576185226440e-02,8.963741302490234375e+00,9.271824359893798828e-02,2.396094322204589844e+01,8.578458404541015625e+01,3.482425537109375000e+02,1.641750183105468750e+02,3.240348815917968750e+02
3.952260303776711226e-04,6.405016034841537476e-02,2.738857641816139221e-02,7.780251026153564453e+00,7.374233007431030273e-02,2.208570480346679688e+01,9.571425628662109375e+01,3.641091308593750000e+02,1.581732330322265625e+02,1.547393951416015625e+02
7.014462025836110115e-04,6.966474652290344238e-02,3.101240843534469604e-02,2.164321136474609375e+01,3.922207653522491455e-01,1.170466308593750000e+02,9.813762664794921875e+01,2.773843994140625000e+02,1.673952484130859375e+02,1.970808105468750000e+02
7.744738832116127014e-04,7.137552648782730103e-02,3.352677077054977417e-02,1.379372978210449219e+01,1.421824097633361816e-01,3.188043594360351562e+01,8.962013244628906250e+01,3.329867553710937500e+02,1.518329925537109375e+02,2.433555450439453125e+02
2.835910418070852757e-04,6.376509368419647217e-02,4.197482764720916748e-02,1.586322498321533203e+01,2.486760616302490234e-01,1.519980335235595703e+01,9.626446533203125000e+01,1.487186889648437500e+02,1.453287658691406250e+02,1.954790039062500000e+02
6.730890600010752678e-04,3.452255576848983765e-02,6.289675831794738770e-02,5.000367355346679688e+01,6.055294349789619446e-02,1.484442520141601562e+01,9.496400451660156250e+01,2.342286529541015625e+02,1.595468902587890625e+02,1.708905029296875000e+02
5.014241323806345463e-04,4.038539156317710876e-02,3.282778710126876831e-02,8.806718826293945312e+00,1.242659389972686768e-01,4.572860336303710938e+01,9.307714080810546875e+01,4.026729736328125000e+02,1.458563842773437500e+02,2.135107727050781250e+02
3.273266484029591084e-04,5.010438710451126099e-02,3.645335882902145386e-02,1.075276374816894531e+01,3.922113180160522461e-01,4.270080566406250000e+01,9.591793060302734375e+01,2.499458160400390625e+02,1.439897766113281250e+02,1.703139801025390625e+02
9.034930262714624405e-04,4.324512183666229248e-02,4.496194049715995789e-02,2.987967872619628906e+01,2.530711293220520020e-01,5.209917831420898438e+01,1.128720855712890625e+02,2.000743560791015625e+02,1.794301910400390625e+02,1.550174255371093750e+02
3.504310734570026398e-04,6.378246843814849854e-02,1.446294970810413361e-02,9.545430183410644531e+00,1.649398542940616608e-02,1.076417446136474609e+01,8.841959381103515625e+01,6.811101684570312500e+02,1.720748748779296875e+02,2.427644805908203125e+02
4.845270013902336359e-04,1.112264469265937805e-01,1.034861896187067032e-02,2.181409645080566406e+01,2.854472398757934570e-02,8.570677757263183594e+00,8.377001953125000000e+01,2.779515380859375000e+02,1.608161315917968750e+02,1.719951629638671875e+02
4.135332419537007809e-04,4.059756547212600708e-02,2.458386123180389404e-02,9.243382453918457031e+00,1.484786123037338257e-01,5.603604125976562500e+01,9.833760070800781250e+01,3.973892211914062500e+02,1.549971923828125000e+02,1.394683380126953125e+02
4.033192526549100876e-04,8.694814890623092651e-02,1.883368194103240967e-02,1.770089149475097656e+01,7.731143385171890259e-02,3.330884170532226562e+01,8.327997589111328125e+01,5.433174438476562500e+02,1.485785369873046875e+02,2.647462768554687500e+02
3.840588324237614870e-04,3.511207923293113708e-02,7.865563035011291504e-02,2.357675552368164062e+01,1.504016071557998657e-01,3.644583511352539062e+01,9.570465087890625000e+01,3.127987670898437500e+02,1.425889739990234375e+02,1.300045928955078125e+02
4.862016940023750067e-04,1.170634254813194275e-01,1.160441339015960693e-02,1.468275928497314453e+01,4.682504385709762573e-02,1.825991249084472656e+01,9.605226135253906250e+01,4.390714721679687500e+02,1.738633117675781250e+02,1.666563110351562500e+02
