1.836544397519901395e-04,6.897178536746650934e-05,8.851861953735351562e+00,2.038352936506271362e-01,2.863505554199218750e+02
1.878397888503968716e-04,7.054684101603925228e-05,1.416795444488525391e+01,1.413058936595916748e-01,4.755720825195312500e+02
1.007898026728071272e-04,1.193370189866982400e-04,1.026348876953125000e+01,4.990868568420410156e-01,6.026710205078125000e+02
6.339674291666597128e-05,9.926736820489168167e-04,3.400380134582519531e+00,2.527398586273193359e+00,2.126063079833984375e+02
5.009432206861674786e-04,2.458991184539627284e-05,2.414548683166503906e+01,9.102745912969112396e-03,3.138071289062500000e+02
2.142620542144868523e-05,7.296382682397961617e-05,3.477676153182983398e+00,2.405602633953094482e-01,3.592390747070312500e+02
2.499189286027103662e-04,7.041616481728851795e-05,1.152601814270019531e+01,1.352251172065734863e-01,3.297649536132812500e+02
8.335820893989875913e-05,1.490152208134531975e-04,7.702887535095214844e+00,2.279327362775802612e-01,3.586996765136718750e+02
1.274074602406471968e-04,2.136248440365307033e-05,4.531603813171386719e+00,1.000137254595756531e-01,2.663585815429687500e+02
9.828967449720948935e-05,8.285195508506149054e-05,6.934934616088867188e+00,8.326967060565948486e-02,1.603863830566406250e+02
4.057208207086659968e-05,4.644659202313050628e-05,2.604756355285644531e+00,7.023440003395080566e-01,2.930112304687500000e+02
2.310011950612533838e-05,1.491222938057035208e-04,2.956688642501831055e+00,5.974365472793579102e-01,1.841407623291015625e+02
1.706420298432931304e-04,7.165730494307354093e-05,9.716609001159667969e+00,1.280786395072937012e-01,4.357020263671875000e+02
5.294349975883960724e-04,3.316516449558548629e-05,2.192631912231445312e+01,1.753747276961803436e-02,3.841307983398437500e+02
7.286283653229475021e-04,6.867616320960223675e-05,3.171963691711425781e+01,2.921430580317974091e-02,3.254475097656250000e+02
5.754336234531365335e-05,7.452370482496917248e-05,3.764433145523071289e+00,2.276742458343505859e-01,4.032258300781250000e+02
3.312100598122924566e-04,2.942923129012342542e-05,1.154147720336914062e+01,1.954158395528793335e-02,2.321138305664062500e+02
1.364391791867092252e-04,2.666000727913342416e-05,1.979930043220520020e+00,1.133268550038337708e-01,1.329209594726562500e+02
2.816234155034180731e-05,1.151857504737563431e-04,3.031969785690307617e+00,2.039409279823303223e-01,2.961614990234375000e+02
1.649571204325184226e-04,5.235532808001153171e-05,9.089348793029785156e+00,9.812127798795700073e-02,3.181120605468750000e+02
1.761381136020645499e-04,6.586338713532313704e-05,1.150156211853027344e+01,1.014999449253082275e-01,3.582421264648437500e+02
2.152323286281898618e-04,1.779956619429867715e-05,1.007876110076904297e+01,4.700217768549919128e-02,3.837459106445312500e+02
4.162400146014988422e-04,2.971442154375836253e-05,1.883640289306640625e+01,3.432808816432952881e-02,5.756921386718750000e+02
3.813674265984445810e-04,1.189964168588630855e-04,1.730760192871093750e+01,6.740104407072067261e-02,2.195470428466796875e+02
3.790235787164419889e-04,1.285936014028266072e-05,1.352091884613037109e+01,1.153106056153774261e-02,2.735149841308593750e+02
