JobNumber,Dimension,npara,ntrain,FeatureType,Activation,ValLoss,R2_Sfal,R2_Pxa,R2_Sffb,R2_PXFCR,R2_Fb,Mean_R2
25013102,2D,NaN,500000,ftc_twithreciGIF,tanh01,1e-05,0.996658301592433,0.999036785857164,0.998105155311964,0.999201721985985,0.999697563392998,0.998539905628109
25013104,2D,NaN,500000,ftc_twithreciGIF,relu,1e-05,0.997084242517952,0.999769277289461,0.998364589526977,0.999738815981622,0.999901871914848,0.998971759446172
25013106,2D,NaN,500000,ftb_catonlytGIF,tanh01,1e-05,0.995204800659065,0.999766631964791,0.997139450249587,0.999821708350708,0.999773369968541,0.998341192238539
25013108,2D,NaN,500000,ftb_catonlytGIF,relu,1e-05,0.997797932227768,0.999760120367864,0.999065843606266,0.999238209451063,0.999919621036123,0.999156345337817
25020302,2D,NaN,500000,fta_noFE,relu,2e-05,0.997137528684937,0.99736838808533,0.99840360428971,0.998406416953608,0.999395220992074,0.998142231801132
25020303,2D,NaN,500000,ftd_fullreci,relu,2e-05,0.996855326256465,0.999797000650259,0.997960071222067,0.999411094231771,0.999514202824827,0.998707539037078
25020304,2D,NaN,500000,fta_noFE,tanh01,2e-05,0.994597286631131,0.999063700989746,0.997875447435714,0.999673801161726,0.999717317911615,0.998185510825987
25020305,2D,NaN,500000,ftd_fullreci,tanh01,2e-05,0.994481897845284,0.999643160280949,0.994931102711982,0.999624992978311,0.999599909894144,0.997656212742134
